DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	8q24.11	8	117172786	SLC30A8	SLC30A8			ENSG00000164756			rs3802177-G	rs3802177	0	3802177	3_prime_UTR_variant	0	NR	1E-16	16.0	(men)	1.15	[1.11-1.18]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	9p21.3	9	22133285	CDKN2A/B	CDKN2B-AS1 - AL157937.1	ENSG00000240498	ENSG00000236921		5182	70705	rs10965250-G	rs10965250	0	10965250	intergenic_variant	1	NR	9E-15	14.045757490560675	(men)	1.17	[1.13-1.22]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	11p15.4	11	2825839	KCNQ1	KCNQ1, KCNQ1			ENSG00000282076, ENSG00000053918			rs163184-G	rs163184	0	163184	intron_variant	0	NR	9E-15	14.045757490560675	(men)	1.12	[1.09-1.16]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	7p15.1	7	28156794	JAZF1	JAZF1			ENSG00000153814			rs849135-G	rs849135	0	849135	intron_variant	0	NR	3E-13	12.522878745280337	(men)	1.11	[1.08-1.15]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	7p21.2	7	14858657	DGKB	DGKB			ENSG00000136267			rs17168486-T	rs17168486	0	17168486	intron_variant	0	NR	7E-13	12.154901959985743	(men)	1.15	[1.11-1.19]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	4p16.1	4	6301295	WFS1	WFS1			ENSG00000109501			rs1801214-T	rs1801214	0	1801214	missense_variant	0	NR	3E-12	11.522878745280337	(men)	1.11	[1.08-1.15]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	10q23.33	10	92703125	HHEX, IDE	HHEX - RF00019	ENSG00000152804	ENSG00000265852		7478	7374	rs1111875-C	rs1111875	0	1111875	intergenic_variant	1	NR	5E-12	11.301029995663981	(men)	1.11	[1.07-1.14]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	10q25.2	10	112998590	TCF7L2	TCF7L2			ENSG00000148737			rs7903146-T	rs7903146	0	7903146	intron_variant	0	NR	4E-73	72.39794000867204	(female)	1.39	[1.34-1.44]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	6p22.3	6	20679478	CDKAL1	CDKAL1			ENSG00000145996			rs7756992-G	rs7756992	0	7756992	intron_variant	0	NR	2E-20	19.69897000433602	(female)	1.17	[1.14-1.22]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	9p21.3	9	22133285	CDKN2A/B	CDKN2B-AS1 - AL157937.1	ENSG00000240498	ENSG00000236921		5182	70705	rs10965250-G	rs10965250	0	10965250	intergenic_variant	1	NR	6E-16	15.221848749616356	(female)	1.2	[1.15-1.26]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	10q23.33	10	92703125	HHEX, IDE	HHEX - RF00019	ENSG00000152804	ENSG00000265852		7478	7374	rs1111875-C	rs1111875	0	1111875	intergenic_variant	1	NR	7E-13	12.154901959985743	(female)	1.12	[1.09-1.16]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	16q12.2	16	53785257	FTO	FTO			ENSG00000140718			rs9936385-C	rs9936385	0	9936385	intron_variant	0	NR	6E-11	10.221848749616356	(female)	1.12	[1.08-1.15]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	8q24.11	8	117172786	SLC30A8	SLC30A8			ENSG00000164756			rs3802177-G	rs3802177	0	3802177	3_prime_UTR_variant	0	NR	7E-11	10.154901959985743	(female)	1.13	[1.09-1.17]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	3q21.1	3	123346931	ADCY5	ADCY5			ENSG00000173175			rs11708067-A	rs11708067	0	11708067	intron_variant	0	NR	2E-10	9.698970004336019	(female)	1.13	[1.09-1.18]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	2q36.3	2	226228869	IRS1	AC062015.1 - MIR5702	ENSG00000235070	ENSG00000263363		43498	429841	rs2943640-C	rs2943640	0	2943640	intergenic_variant	1	NR	1E-9	9.0	(female)	1.11	[1.07-1.14]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	3q27.2	3	185795508	IGF2BP2	IGF2BP2			ENSG00000073792			rs7640539-A	rs7640539	0	7640539	intron_variant	0	NR	2E-9	8.698970004336019	(female)	1.11	[1.07-1.15]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	2q24.3	2	164645339	GRB14	GRB14 - COBLL1	ENSG00000115290	ENSG00000082438		23491	8285	rs3923113-A	rs3923113	0	3923113	intergenic_variant	1	NR	2E-9	8.698970004336019	(female)	1.11	[1.08-1.15]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	17q12	17	37742390	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-A	rs11651052	0	11651052	intron_variant	0	NR	3E-9	8.522878745280337	(female)	1.13	[1.09-1.18]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	3p25.2	3	12295008	PPARG	PPARG			ENSG00000132170			rs11709077-G	rs11709077	0	11709077	intron_variant	0	NR	1E-8	8.0	(female)	1.14	[1.09-1.20]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	7p15.1	7	28156794	JAZF1	JAZF1			ENSG00000153814			rs849135-G	rs849135	0	849135	intron_variant	0	NR	2E-8	7.698970004336019	(female)	1.1	[1.06-1.13]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	19q13.32	19	45655255	GIPR	RN7SL836P - GIPR	ENSG00000241226	ENSG00000010310		3450	12966	rs8108269-G	rs8108269	0	8108269	intergenic_variant	1	NR	2E-7	6.698970004336019	(female)	1.1	[1.06-1.14]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	3p14.1	3	64713769	ADAMTS9	ADAMTS9-AS2			ENSG00000241684			rs4611812-C	rs4611812	0	4611812	intron_variant	0	NR	3E-7	6.522878745280337	(female)	1.09	[1.05-1.13]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	4p16.1	4	6301295	WFS1	WFS1			ENSG00000109501			rs1801214-T	rs1801214	0	1801214	missense_variant	0	NR	5E-7	6.301029995663981	(female)	1.09	[1.05-1.13]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	10q22.3	10	79182874	ZMIZ1	ZMIZ1			ENSG00000108175			rs12571751-A	rs12571751	0	12571751	intron_variant	0	NR	1E-6	6.0	(female)	1.08	[1.05-1.12]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	7q32.2	7	130757382	KLF14	KLF14 - AC016831.6	ENSG00000266265	ENSG00000271522		23206	32826	rs6467314-G	rs6467314	0	6467314	regulatory_region_variant	1	NR	2E-6	5.698970004336019	(female)	1.09	[1.05-1.13]	Affymetrix, Illumina [up to 2500000] (imputed)	N	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005047	Genome-wide genotyping array
